size,beds,zip,wealth,price
758,1,94305,0.6364269781354229,254.52445482404298
1268,1,94022,0.525974955291387,202.84824461099345
2860,4,95112,0.946981753287856,867.0320758350781
3559,5,94305,1.1357779128197845,1145.3951590132526
3039,4,94301,1.3646863881109195,1027.6660326034435
3065,4,94022,1.0749013373217644,993.8396910212283
2562,3,94305,1.1909088775250383,852.3135745879015
3281,5,94301,1.3020702567606897,1132.3046253469197
3187,6,94301,1.153522445994064,1075.1076746955357
3779,5,94305,0.8559831817266889,1207.0328563663277
3079,4,94305,0.9592952449311698,1010.5078675592405
2960,5,94301,1.1472044268057382,1004.5721038858488
3051,4,94305,0.8357426652485204,947.6219948020041
854,2,94305,0.18980662639380352,175.86974549208878
651,2,94022,0.20934967827947182,120.0
1792,3,94305,0.45648770648722187,461.90156763616477
2334,3,95112,1.1863840016885632,763.3204269049215
1357,2,95112,0.9197890442188433,311.42860028337793
2977,5,94301,1.481143714493117,1103.7302304622579
2732,3,94301,1.1818199307638793,804.2223341073433
1731,3,95112,0.8230392997494966,449.2919730936879
3774,6,94301,0.6533965822765674,1133.7131119026014
1168,2,95112,0.6882717590264339,173.60149174614722
1167,3,94022,0.718453492317093,297.94074502779654
2897,4,94305,1.413784545299594,1049.0868015464978
1948,3,94022,1.1511156635899704,568.7328145682964
3203,4,94022,1.4360289534237312,1123.630242270547
732,1,95112,0.681244671144231,260.33393725583363
775,2,94305,0.525359381999176,226.55313260689874
3263,5,94305,1.1062472032819142,1156.3925797380039
1620,2,94022,0.7763826348543196,432.2073804713091
3350,5,94301,1.1581048378096717,1057.6657032846451
1899,2,94022,0.893543301133244,462.495648438075
3254,5,94305,1.410609190240285,1232.3227673119611
1807,3,94305,0.7221863664791408,627.7451361230995
1533,2,94022,0.9079932625995897,447.98984879210497
2457,3,94301,0.7286134791299186,659.3780592714626
3642,5,94305,1.4246391986877727,1307.8432234694264
2599,4,94022,0.9215152459479476,907.9373157551041
665,1,94301,0.31579623973758447,120.0
2524,3,94022,1.1386816400559234,822.8502009509562
1005,2,94022,0.634549878645964,205.35171020817413
1286,2,94305,0.662705252196497,294.30681861495583
3155,4,94022,1.403872893353792,979.4665541771261
1179,1,94301,0.6125499996519743,134.03081270517959
1875,3,94301,0.5799612389328176,448.45353253502327
3778,6,94305,1.338573886374604,1389.45193741374
3130,4,94305,1.0095368983051423,1047.524845109282
1188,1,94305,0.5865724260223476,277.6664732484424
1535,1,95112,0.8351233486400451,347.3136952327658
1092,2,94301,0.4211300090914551,195.56048216545256
2037,3,94305,0.7759326585702563,628.3472095342279
2651,2,94305,1.3857764824010304,895.2722394264222
2557,3,94022,1.3417701878769326,797.0509722583512
3260,5,94305,1.0164374110884193,1099.5044218598212
1716,3,94305,0.8895709138940651,506.8685222882685
1028,1,94022,0.43182160700795524,213.6280412556536
1400,2,94022,0.8120258397605042,364.024849710332
2081,3,94305,0.7971477604496426,639.0383023820402
2010,3,94301,0.9691128957808172,643.9859326722316
2548,3,95112,1.1651545443307108,788.007704444426
1633,2,94022,0.41916869747042895,350.465742722045
1413,3,94301,0.7706486054498832,409.1135882348894
2922,4,95112,0.8205961775160775,922.6335548123824
1551,3,94022,0.6486484224101033,401.2230459481028
1039,1,94305,0.39298193132900855,185.2516967476636
3273,4,94305,1.6701107561399646,1191.5308244853984
3097,5,95112,0.9526783014163612,1024.9606081674765
3072,4,94305,1.2578145534846465,1131.5002380017456
2323,2,94305,0.582549996333569,591.9038173478802
1910,2,94305,0.21039103881994892,412.51356333764926
2125,2,94305,1.2566799464732616,665.9201033142194
1524,1,94305,0.6008732843874317,369.53901179229734
3528,4,94022,1.1874821362115588,1099.2298781237707
3537,5,94305,1.335821426435441,1242.290925347482
2153,3,94301,0.702292788246648,623.651853824091
2421,4,94301,0.7662614911291789,681.9772531410672
3791,6,94301,1.394005229391655,1318.3755701245773
689,1,94301,0.825993144607025,235.42608758757336
1472,2,94022,0.3112485347168571,243.61346061941964
2308,4,94305,0.822487338274116,730.430023841743
864,2,94022,0.5152814064793306,190.74087576586828
3760,5,95112,1.3753019677525353,1298.2753752614956
3047,5,94301,0.8177461469676763,945.7735524034362
1817,3,94022,0.6838457155054605,417.95348404630477
1396,1,94305,0.7074872719815037,312.54637415808844
1963,3,94022,0.7324231198521994,529.7759701705426
2275,3,95112,0.8847890865170445,635.6621529604529
2874,3,94022,0.85643223060534,808.2126755047208
3468,4,94305,1.1637083180624646,1195.3016282022559
1013,2,94301,0.7621164786728547,175.6599576610201
2702,3,94305,1.086501873207964,903.6872172650737
2362,3,95112,1.0328743720495634,669.0385011275611
3080,4,94305,1.2317811654002653,1063.4968876441576
2152,3,95112,1.085398056506767,638.9276665684567
2959,4,95112,1.22681440951531,1021.1446683682425
1285,2,95112,0.43121527947577526,340.57765636082945
914,3,94022,0.637744685149289,325.6556331645994
2907,3,94301,1.2438599948648796,852.1167368739572
3769,5,94301,1.2414667411623934,1272.163426290085
1548,2,95112,0.6559989792244753,389.58456130137773
2159,3,94301,1.242245339698833,669.553371451469
1166,1,94305,0.615900554045567,306.3205621673196
3434,6,94022,1.2259194753205755,1165.0400341023278
1512,3,94301,0.836261799161344,408.12442296060516
659,1,94301,0.15119899551952715,120.0
2999,4,95112,1.0403410521065757,921.2117848584463
1553,4,95112,0.484691453303047,410.3874984724852
1985,3,94305,0.7190432541876975,534.4044136625973
1096,2,94305,0.3308324695040178,204.19534469803207
684,1,94301,0.506570991962255,168.57417044594962
1260,1,94305,0.6538632239486039,302.69390867706386
2437,4,94022,0.8452778575448553,739.7204875918286
2978,5,94022,1.2778485901685848,1088.3057619594617
2401,3,94301,0.7438409961352346,591.8692945941206
1598,2,94022,0.8368324845260691,390.4338392537589
937,2,94022,0.34422589256256975,233.98359609210362
2049,4,95112,0.903830696136973,705.0426816153603
865,1,94305,0.23017507943793064,137.42546296233118
1628,2,94301,0.6196770636582043,386.86025801609225
3678,5,94301,0.922358378069599,1123.3103727112198
2710,4,94305,1.0647404279647872,918.6412331926658
3154,5,95112,0.7285925525562721,950.0693378084309
1246,1,94301,0.887810698352091,288.0430993450196
923,1,94305,0.7206903405504886,287.01892360538346
2664,4,94301,1.0420428146597536,767.1212498024615
3658,6,94022,1.1313071078797754,1138.7543304942494
1914,2,94305,0.7247652063771202,547.5588172222233
1706,2,94305,0.9197547154523362,534.2560276794651
2343,4,95112,0.4868691500446339,622.3965290087774
2362,4,94305,1.0082144421762445,796.5175182425182
2155,3,94022,1.1863683224369646,774.6064146315848
3467,6,94305,1.0119266368037796,1189.8340954223684
3126,4,94301,0.8421610143920322,928.0151387664268
1379,3,94305,0.6991607292386659,418.1194810535346
920,1,95112,0.29345922682992764,159.5383978415618
3564,6,94305,0.9905798485946343,1268.4011667575348
1073,1,95112,0.4375488573645654,170.8198146856134
834,1,94301,0.6871223157775869,245.1301361182679
1398,2,94301,0.72077094079516,431.6812709872689
1601,2,94305,1.066587340626126,375.80295482866114
1403,3,94305,1.4839634273799653,539.0159151167294
1502,2,94305,0.5516729491516749,405.3081556527512
3660,5,95112,1.6155530974174512,1367.6603645715377
2144,3,94305,0.4338802174419818,557.4265488302709
722,1,94301,0.369070361632617,194.64518702772503
1119,2,94305,0.5519244208916751,279.16894413962933
1433,2,95112,0.6733902430200616,361.3434480444136
2667,4,95112,0.7352592361977699,805.2445168256847
3655,6,94305,1.6085722263682354,1476.1782802157031
3578,5,94022,1.7803784916856618,1399.6819497799142
1205,2,94305,0.5050867492740705,375.45355039511435
3551,4,94301,1.4105519989043993,1182.0655560749988
927,1,94305,0.5775460597957554,232.8494887786114
3411,4,94022,1.3393851816901081,1161.0657248127934
1441,1,95112,1.064667451607494,370.69138769213015
3670,6,94022,1.3329149906716213,1333.953325551859
3195,5,94301,0.9223944871910326,1018.9606578160611
1369,2,95112,0.1,252.86386383788533
2167,3,94022,0.9143479602777956,614.0633020556903
671,1,95112,0.45577890992864095,120.0
1726,2,94301,0.8528249294047269,491.3345672280453
3745,5,94301,1.2929377261807184,1255.4576081210885
3526,5,94022,0.9963545839867728,1113.436075974804
1937,3,94301,0.616590044783806,522.5951999723176
1920,3,94301,0.7727139326352156,542.1607156312715
1629,2,94305,0.7779397677256217,493.4145258917381
1453,2,94305,0.675756833373163,358.03628105901487
1568,2,94305,0.6608983051826931,384.6817200873192
3661,6,94022,1.1903790940852288,1229.3124583892175
1169,3,94022,0.34112586992612276,235.0251198865535
2729,4,95112,0.8303240658842559,865.7791941317105
3003,3,94305,1.0483330353681164,925.5200896188217
3740,6,94301,1.117972815207353,1245.3388378099644
2035,2,94305,0.49838147412780553,518.2374855213017
1630,2,94022,0.8330489305501134,359.95112788797934
2725,5,94305,1.09089028099677,1008.5029283669744
1776,3,94301,0.7561706097231063,429.1304555683937
2978,4,94305,0.9633063589666965,997.1876109875832
836,2,94305,0.14989849845188896,180.05976557996007
3554,5,94305,0.9710627994500168,1188.1894827807987
2518,4,94301,0.9808210901475295,807.3036402142412
2254,3,94301,0.8700119713986622,683.3634819987857
2894,5,94022,0.9507225457111559,965.4353345673951
2226,3,94305,0.9299735324366655,708.614766707198
3630,5,94022,1.3865923937644498,1220.2106214209857
2572,4,94022,1.2451638661275666,789.412206641088
3211,5,94305,0.9365734641490162,1019.1721313234866
1029,2,94022,0.21818604301609779,120.0
2932,4,94301,0.7362554057568889,848.9640107790558
2967,4,94022,0.7895954841443467,853.1032942100417
1099,1,94022,0.5707730987065992,203.90768789208983
2732,3,94305,1.1373849583467759,935.9344272803619
2494,3,95112,1.0364349293344512,754.5185484711722
2060,3,94022,0.5198209413132884,453.43268840014343
717,2,94305,0.33476276521590287,181.38061923725047
3180,5,94022,1.119174251058738,1103.279253333963
2594,3,95112,1.2560884582507106,793.4974282239772
2507,4,95112,0.8204441649223877,793.2324126988054
1416,2,94301,0.6829193700110643,319.18610217542135
718,2,94301,0.5350634197945818,169.72544182673
3082,5,94301,1.2713059170994006,1007.3708517362056
3745,4,94301,0.7153500445607246,1096.1002854753713
1256,2,94022,0.6417686776778676,252.7749471364436
2783,4,94305,0.5682863633642472,819.3187108565054
1096,2,94301,0.6567366346665877,241.5222793953625
1083,1,94301,0.5892439144182494,192.67632877055274
2831,4,94305,1.096571933659204,976.9487979799661
3717,6,94305,1.3680181651193242,1352.989301607349
3256,5,94305,0.9956786120339369,1099.8788469803528
3744,5,94022,1.5991032565481333,1320.9562898798924
1134,1,94022,0.43871359020913725,190.5928308421028
3707,5,95112,1.2990455051673513,1222.8102086950835
1608,2,94305,0.5598027001539645,376.5817496046412
1387,2,94022,0.8918989648866628,289.8137689673356
3533,5,94022,0.8244299406092765,1112.1240401761406
2725,3,95112,0.5383966003306855,694.8249212689667
665,2,94305,0.7761712438992019,253.04313803225725
730,1,94022,0.3318543366501831,120.0
845,2,94305,0.4444741450484328,332.01035138708704
1662,3,94305,0.6958531640784112,478.8319814875725
1318,2,94022,0.8725692496078186,332.6448749115787
3768,4,94301,1.6857319916282354,1315.4242040679226
1243,1,94022,1.1487106360463955,249.63764900463806
750,2,95112,0.13115569648699954,120.0
886,1,94305,0.5746684902889536,158.47822824654116
2300,3,94022,0.6377005585118445,594.521614838025
2666,4,94022,1.0715512036855486,844.4381828078107
2681,4,94305,1.0944858368883588,911.4004279792837
3077,4,94022,1.10911853357883,952.5225041106975
985,1,94022,0.20136873403276684,127.75844229835097
3332,5,94301,0.6583042632385228,1039.5634316354615
3375,4,95112,0.9657942428895986,1119.3795586958463
745,1,94301,0.5372003485450325,129.70069541616596
1255,2,94022,0.5877542560134,285.4226199647588
717,1,94305,0.23309421176114228,215.93376279354467
3127,4,95112,0.7618111163902295,965.6648581013171
1981,3,95112,1.0930461912929514,603.4359812322251
2575,2,94022,1.2866661403199333,737.3725759009172
895,1,94305,0.8000356965775886,253.79212939583127
1648,3,94305,0.5167443672017361,465.59866891238676
1308,2,94305,0.6714183307096138,280.00699196482884
3423,5,94301,1.6983902834636584,1217.472009116586
836,1,94301,0.39570399509539456,121.62059687718143
3070,4,94022,1.1179621715789654,964.0476728447609
1096,1,94301,0.4004262678491828,156.41073194016403
3671,5,94305,0.8794066892072634,1166.51357443261
1184,2,94301,0.6685107704399386,223.75880365522346
3705,6,94305,1.291709888892064,1321.8801776831504
3574,5,94301,1.276527674639315,1213.934192231651
3388,6,94301,1.355836910507522,1269.81759469625
1226,3,94022,0.9235274179579653,404.62791073190533
1615,3,95112,0.9569166480363019,456.284650251698
1500,2,94305,0.7757252210584588,440.7383704069739
1449,2,94305,0.7527781502688009,414.6996972613757
1640,2,94305,1.2847389133991554,526.928154579384
2517,3,94301,1.2692971291126705,832.2733380493991
3440,4,94305,1.0151375277646397,994.9220111326385
1928,3,94022,0.5445893790849705,531.9767953915937
2156,3,94301,1.1884803215206854,653.8818358382466
3085,4,94305,0.7431858259015316,915.0869461136424
1898,2,94301,0.781059287114305,482.5510427065801
1707,3,94305,0.8200552645866243,457.67498738181206
2765,5,94301,0.965261370799866,931.4567690015201
3341,5,94305,0.23187137454328743,927.2790659281519
1381,2,94301,1.1230996995929492,391.2457940207345
1262,1,94022,0.5433620928455065,182.73365186394318
1785,2,94301,1.0106420045273181,423.9722089846349
1360,3,95112,0.33065076696022716,287.11408859180824
3463,4,94305,1.3569365713813801,1163.4161141489853
3016,5,95112,1.2893805072632285,1017.5764265773416
1068,1,94305,0.311214221757962,220.58439858677306
3524,4,94305,1.5858985950368605,1262.8320973756688
1362,2,94022,0.8427724974842359,274.5093586721635
2704,4,94305,1.2087006080524891,928.0995924455685
1534,3,94305,0.727054843164351,414.3541817533629
2510,3,94305,0.7276375008964,695.6149986759222
2636,3,94022,0.8935793959332773,690.1003081005335
901,2,94305,0.1397499636304959,231.46922373664125
3787,4,95112,1.5913694966157779,1306.4787562754216
804,2,94301,0.1,120.0
2665,3,94022,0.8150267014351865,814.8778583566116
827,1,94022,0.44304518356750267,146.2739029522954
1778,2,94305,1.0860717602878802,533.1551695874917
1662,3,94301,1.0080792097407203,512.7308715683973
2810,4,94022,1.1087732528452525,929.335514000238
1470,2,94301,0.15467991233659417,208.91308433729392
2360,3,94022,1.0271157540448177,733.2680451343055
2825,4,94305,0.8161961767661832,856.2923867413085
1739,2,94022,0.8791082708638562,477.17445976709274
1449,2,94305,0.8528436093476027,412.02840841426803
3291,4,94305,0.8494488744977651,965.3659078088106
991,2,95112,0.7442450567232141,266.0441040703125
1969,3,94022,0.8380900497242362,548.0895105185635
1320,2,94022,0.3124394739575275,214.60175310025136
1609,2,94301,0.748902176293764,402.185903076175
2364,3,94301,0.8992272626435106,657.9032921778764
2803,4,94022,0.7009453726915136,786.8686092618448
3675,5,94301,1.2197131108082684,1191.4926528156361
1781,3,95112,1.0767059498153635,485.5116408357413
2171,4,95112,1.0527164121140904,695.0477766660016
3720,6,94301,1.123959798552658,1240.174758908543
3726,5,94301,2.0173246917093217,1467.5404593073451
2436,4,94022,0.890249771153784,763.3862736455818
798,1,95112,0.34283117729099477,156.63016818643874
2702,3,94305,0.8551239525937786,809.295341554164
1036,1,94305,0.143183828739315,155.24831977691872
3277,5,94022,0.5484979018233725,961.9119648904299
1779,2,94305,0.5606082403911719,464.467880760344
3598,6,94305,1.1773557486673947,1310.0936521499825
860,1,94305,0.33798412343898443,253.62337083765536
1387,2,94022,0.8690302111329502,370.1076190755987
2794,4,95112,0.6459150266896079,789.2561837778493
3176,3,94022,0.9657306336869191,958.6838159269786
675,1,94022,1.0044990971440317,193.668036594651
1476,3,94305,0.34051883951758594,335.70750886774476
1308,1,94305,0.9305759134601503,274.4802586530507
3243,5,94301,1.0753871022576567,1113.115226031309
2511,5,94305,0.6017740243153431,760.3778672496433
1833,3,94022,0.8367217032617953,481.1905100389871
3048,3,94301,1.1008996218006115,904.6849238031793
2016,3,95112,0.4954888439106789,493.96053485522646
1841,4,94305,0.8288748095419826,617.8514690209842
2764,5,94301,0.9068260488526358,895.7634651898095
1658,2,95112,0.582157786842064,347.44772590862425
2884,4,94305,0.7889556436865859,846.9224523814372
1226,2,94022,0.869479053042307,349.771454637682
3176,4,94301,1.3675789659407245,1018.0575943323884
809,2,94022,0.3643270206684437,236.5054027537984
3481,4,94301,0.8891132021729161,1034.9461218583765
2259,4,94301,1.0949593705835061,714.4574875681316
3238,4,94305,1.2076150930035845,1118.4966720528885
657,1,94301,0.5026488361993559,186.19988166139697
952,1,94301,0.8907725351001718,193.73322620673105
1959,4,94301,0.42898764582268806,461.56237415932014
1264,2,94022,0.2806188123324717,250.4450140976093
1166,2,94305,0.444515636114722,295.23751562248367
995,1,94301,0.3313096792805367,164.5960686185868
2736,3,94022,0.8038420179970678,735.7758640062341
2101,4,94305,0.31997177928538956,613.8280513285255
2836,4,94305,0.6897078983492301,905.2052381903101
3783,5,94301,1.3562399218324253,1279.9410459914377
2030,3,94022,0.9194634463765661,549.8549005724102
2588,3,95112,0.7579764406957007,694.4338452553789
3004,5,94301,1.3153675577388197,1050.9625307579001
1246,3,94305,0.2701036724393205,269.28926174514413
1129,2,95112,0.6147854310973118,245.79626241704096
1170,1,95112,0.40435685828448636,193.7250162506985
1571,2,95112,0.5007868090522652,316.06328915854016
2814,5,95112,1.265016617371205,974.143922265187
3005,5,95112,0.9986995170451614,1008.7144926448078
1260,2,94301,1.1126138512928652,372.8743845427379
2783,4,94301,1.1807077831794472,876.415696868679
3209,4,95112,1.030332965577547,997.1162534861768
3372,6,94305,1.5103045600294673,1332.8807264534055
2634,5,94022,0.5897153275956635,719.6448344441994
2685,4,94022,1.1516297626909469,826.7256613380731
3234,5,94305,1.06312266605048,1098.7921559183328
3567,4,95112,0.5650216206540875,1000.0429528621224
1243,1,95112,0.7666336295993651,289.7392603697126
2047,3,95112,0.9435507219246482,623.0417194245377
2609,3,94301,0.6741132522217196,768.9264441628503
2183,2,94022,0.8427208001024844,575.0569604642777
2689,5,94305,1.2028509102196916,982.7923980888596
2007,3,94301,0.8649627095468256,505.8260553185204
3538,3,95112,0.8802769736155461,1049.7832396042863
873,1,94301,0.3633552277129567,124.91069444609323
1739,3,95112,1.00307247132269,578.7877085199196
1586,3,94305,0.5726842516938453,482.8853171148573
1326,3,95112,0.651843901000695,428.30011497374795
2222,3,94305,0.830590324778144,690.6081286690994
2467,4,94022,1.0835760468355005,816.1264571548031
1538,2,94301,0.8860859000673434,404.2438459536651
2071,2,94301,1.4686234420486517,700.7672584542719
3021,5,94301,1.1478435926675086,958.7412120014878
3101,4,95112,1.1036647352444586,1018.8612929300505
3345,4,94305,0.9920339887532476,1016.9008032177255
1979,3,94022,0.5740621594693327,476.4349115847805
3571,6,94022,1.3159839086889082,1294.3986139286037
695,2,94022,0.19808047168940124,150.34506923288728
2089,4,94022,0.5268986689750608,572.1651140717262
3090,4,94022,1.461722385990196,1030.6391108295252
1022,2,95112,0.5912449468136106,174.08197375843346
3581,5,94301,1.1749740998518707,1195.5695930795944
2503,3,94301,1.2919014568053273,791.9452520094381
3798,5,94305,1.3067089410666686,1314.1756205145823
3368,4,94301,1.0498933673510467,1070.2800722487777
2287,4,94305,0.6663026152705247,756.322340965898
942,2,95112,0.669016102532267,191.355316465903
1150,1,94022,0.893523015148737,225.91064625620444
2825,3,94301,1.160509247857913,888.5667616855719
970,2,94305,0.534756042296876,317.7819970979676
3002,4,94301,0.8301588199802572,900.7226910397092
2807,5,95112,0.9980542006030853,981.3279755972701
2588,3,94305,1.0760168546914648,817.5414804089136
2218,4,95112,0.5751743612146962,726.2392381064138
3379,5,94305,1.1249343169511976,1146.2638049418463
3379,5,94022,0.8746922769229037,965.3123795743847
3740,5,94305,1.0704048850769337,1271.7944273606597
2749,4,94301,0.8623393023434519,803.493824510258
3253,6,94022,0.7734548962629899,1067.9113682125724
987,1,95112,0.8266687500120657,291.20889574005264
3631,5,94022,1.608421029044454,1305.1299881613802
3776,5,94301,1.2478294357573323,1288.6013619972746
2766,3,94022,1.1509903328293936,839.453383037864
1087,1,94022,0.4774558543014212,170.4803083162033
1621,3,94305,0.6264602271177084,521.7860626612303
3454,5,95112,1.168900091487727,1129.2068227840048
1878,2,94305,0.9198200775512854,588.249100407708
1558,2,94305,0.5630649016631124,354.1532244089569
2436,4,95112,0.7747379166733832,663.7725373707062
2536,4,94305,1.0392396258124097,839.3681735637857
1132,2,95112,0.7177267961027028,245.1022482609162
2843,4,94022,1.309489181146049,1044.3718367028148
1236,2,94305,0.17623323990944223,177.94663682062406
2799,3,94305,1.589388693417361,978.8519661730493
1246,2,95112,0.7237660781100924,346.5175518277326
2735,5,94305,0.5452600223413886,931.4184347736424
2249,4,94305,0.8275632714715033,756.2453971793799
1869,3,94301,1.1633094892879257,631.9204697839012
3315,6,95112,1.0352013994903504,1115.8962768586305
2819,3,94301,1.1348395241367375,756.8290826027823
2185,3,94301,1.0833230097307898,697.8053830103879
1504,2,94022,0.6459330518094338,241.78951823228886
3695,6,94022,0.9227008857020423,1246.503013616166
1390,3,94305,0.8238132359867334,441.130916213445
2624,5,94305,1.020329676878645,914.1307938445212
784,2,94301,0.9349337488615193,314.8023612442779
2018,3,94301,0.8843130053703345,551.8720519240082
2412,4,94301,0.8049248621908008,778.8493540878355
1953,4,94022,0.9330543714130912,636.6207097525513
3722,5,94305,1.695170113969043,1395.9891064962724
3774,6,94022,1.941443857451016,1503.2932004756128
2252,4,94301,0.8085466416453,610.0439874455205
981,1,94305,0.1,120.0
3210,4,94305,0.7629046344176464,1050.8741847676595
1667,2,94301,0.5689062254803738,331.8802705951079
775,1,94022,0.764049756718067,197.63275028985788
2644,4,94301,1.0130571392136039,853.4669553243183
1385,2,94305,1.355062194476779,488.29103782467774
2712,4,94305,0.703634134437084,898.8313446193763
2657,3,94305,0.9160859219522356,833.4573071077765
2426,4,94301,1.0217125532708504,804.7980587583153
1252,1,94022,0.3848699774579236,170.12600014482712
754,2,94301,0.35312959005955213,227.8451258054638
3739,4,94305,1.469163079596656,1255.9587253673953
3230,4,95112,1.277038672763334,1060.3391804004787
2557,4,94305,0.7761656592238066,744.9399999199568
2291,3,95112,0.7040326343369638,587.8624842571995
891,2,94305,0.4990210144832171,298.7241835505164
2959,4,94301,1.3961522844317555,1001.1947715448638
763,2,95112,0.18311233597565157,164.17648584459488
1505,3,94305,1.121070813105821,564.1426227908306
996,1,95112,0.3085192308621856,171.3932669532433
3006,5,94301,1.1835582277743333,1017.9638212393946
3656,6,94022,1.4013430155096636,1390.9961481936093
1319,2,94305,0.7380197883807262,373.46622005978026
3164,4,95112,0.9700275528533697,942.0037832361487
3551,6,94301,1.3989262295209213,1280.6480561349917
656,1,95112,0.4415105402950937,133.70347160940844
3799,6,94305,1.0964034520217545,1327.8708811862155
2110,3,94022,0.7383271847358196,529.8449163904017
3340,4,94301,1.106757188783132,1051.6205344289654
3471,5,95112,1.0199079197220533,1076.157809941679
2269,3,94305,0.7739798672009681,739.572124478112
1538,2,94305,0.915457576754452,496.4292122464713
3582,5,94301,1.6378549307843953,1381.7660251603716
1406,1,94301,0.6234653660336387,242.57277250524874
2080,3,94305,1.0669061172936887,653.1226194361334
3699,5,94305,0.8851919934087651,1215.7353229407674
2961,5,94301,1.145731147958532,1003.9489855301596
957,1,94305,0.37237226661633693,166.9462391142481
879,1,94305,0.9591729591205297,256.44745395049404
1763,3,94301,0.7692901295532308,436.3036045921487
2172,3,94022,0.7493696565145644,578.5562384644409
1092,2,95112,0.32055637751080285,237.40126455279665
3204,5,94305,1.3822221481062351,1278.966338891098
2173,4,94301,0.8362343842922628,689.2716298869636
3447,4,94022,1.0998656728685343,1038.0636564702347
1730,3,94305,0.1,436.73594077529367
1420,3,94301,0.6043041931280445,307.5573124357261
1030,1,94305,0.39818633717224056,209.98502592459752
3194,5,94022,0.701670587281197,922.7934311177291
2546,3,95112,0.9519255523061387,715.2062327065307
2369,4,94022,1.2363758140266994,816.990700840804
2954,4,94022,1.1068806368905324,953.8774696956071
1478,2,94301,0.6724879090759398,345.1475034182549
2634,4,94301,0.859812822833118,798.7237897947685
880,1,94305,0.32533806238450136,188.17770957443423
2917,4,94301,1.0735561964180322,893.6173380145834
3301,5,94301,1.103086987060575,1136.7571635332583
3612,5,94301,1.349570062379196,1294.0133644900004
1892,3,95112,0.7023292877527454,455.67165067709743
2395,3,94301,0.7141280758953189,678.8436127969032
1897,3,94305,1.3021914178340364,610.1182310587336
2479,5,94305,1.092717261736508,933.3787559840642
1286,1,94305,0.6265593470420316,362.89074470466727
3550,5,94022,0.9761060682083412,1167.8077356293036
2740,3,94022,1.141532968822882,817.7482320292125
3456,4,94301,0.96029396735416,985.7267831355483
1904,3,95112,0.47764493843134276,487.97087524341066
3557,6,94301,1.408897846299698,1303.4146571364465
2029,3,94305,1.0568827477175695,706.9313392173623
2342,3,94305,1.246953588187959,835.1577813132453
2888,4,94305,1.1008457577944986,963.4929599080065
839,1,95112,0.2974674143005387,120.0
3192,5,94305,1.0998652117842518,1110.7130731238326
3656,6,94305,1.4042726749850787,1383.172764304619
873,2,94305,0.19160965062471141,181.34867012982
3096,4,95112,0.8893136031345712,951.1418327958093
2406,4,94305,0.5693173941595482,666.519282233752
3287,4,94022,1.2753884180782291,1072.8544446934634
1768,2,94305,0.9937722161180899,496.5571549596863
2577,4,94301,1.0974566803094172,753.2139539315508
1710,3,94301,0.7948886327159906,514.7908896805701
2910,3,94301,1.8382383585570838,1052.8407503300546
1852,2,94305,0.6017402605630416,432.7507438177137
